Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
buffalo,12,101.7,fatigue,sweats,chills,anthrax
cow,15,102.0,nasal discharge,crackling sound,cough,pneumonia
cow,11,102.9,chest discomfort,loss of appetite,shortness of breath,pneumonia
buffalo,15,102.3,depression,loss of appetite,swelling in muscle,blackleg
cow,11,101.7,depression,swelling in muscle,loss of appetite,blackleg
goat,4,102.9,blisters on gums,loss of appetite,lameness,foot and mouth
buffalo,6,100.5,depression,swelling in limb,crackling sound,blackleg
goat,7,102.8,cough,chest discomfort,nasal discharge,pneumonia
buffalo,13,103.5,sores on mouth,lameness,loss of appetite,foot and mouth
cow,6,102.4,difficulty walking,blisters on hooves,loss of appetite,foot and mouth
buffalo,13,103.2,chills,sweats,chest discomfort,anthrax
buffalo,5,100.1,loss of appetite,lameness,blisters on gums,foot and mouth
cow,14,101.2,cough,loss of appetite,crackling sound,pneumonia
buffalo,3,101.5,loss of appetite,crackling sound,depression,blackleg
sheep,4,101.8,depression,loss of appetite,lameness,blackleg
cow,7,100.1,chills,swelling in extremities,shortness of breath,anthrax
buffalo,6,103.3,shortness of breath,chest discomfort,swelling in abdomen,anthrax
sheep,5,100.3,shortness of breath,fatigue,sweats,anthrax
cow,14,103.3,lameness,swelling in muscle,crackling sound,blackleg
buffalo,7,102.8,loss of appetite,swelling in muscle,difficulty walking,blackleg
sheep,2,103.3,lameness,loss of appetite,blisters on gums,foot and mouth
goat,10,103.9,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
buffalo,15,101.5,cough,nasal discharge,shortness of breath,pneumonia
sheep,8,102.8,depression,loss of appetite,swelling in limb,blackleg
goat,10,101.8,nasal discharge,cough,crackling sound,pneumonia
sheep,6,100.3,sores on mouth,loss of appetite,lameness,foot and mouth
buffalo,9,101.1,depression,chest discomfort,shortness of breath,pneumonia
sheep,8,100.4,fatigue,sweats,chest discomfort,anthrax
sheep,9,101.1,sweats,chest discomfort,swelling in abdomen,anthrax
cow,13,104.4,difficulty walking,loss of appetite,swelling in muscle,blackleg
buffalo,14,102.6,chest discomfort,sweats,shortness of breath,anthrax
goat,1,101.0,loss of appetite,depression,lameness,blackleg
goat,2,100.0,nasal discharge,chest discomfort,cough,pneumonia
cow,9,102.7,crackling sound,loss of appetite,depression,pneumonia
cow,10,102.7,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
goat,9,104.6,swelling in abdomen,fatigue,chills,anthrax
buffalo,12,100.1,chest discomfort,chills,sweats,anthrax
cow,10,101.0,swelling in limb,depression,crackling sound,blackleg
buffalo,10,102.6,difficulty walking,sores on hooves,loss of appetite,foot and mouth
buffalo,14,102.7,loss of appetite,painless lumps,depression,lumpy virus
cow,3,101.2,loss of appetite,chest discomfort,cough,pneumonia
cow,11,100.4,shortness of breath,fatigue,sweats,anthrax
goat,9,100.1,loss of appetite,depression,painless lumps,lumpy virus
goat,1,101.4,loss of appetite,depression,chest discomfort,pneumonia
sheep,7,102.9,shortness of breath,depression,loss of appetite,pneumonia
goat,2,104.1,difficulty walking,depression,swelling in limb,blackleg
goat,10,101.9,shortness of breath,loss of appetite,depression,pneumonia
cow,15,100.5,loss of appetite,shortness of breath,crackling sound,pneumonia
sheep,2,101.0,painless lumps,depression,loss of appetite,lumpy virus
goat,6,104.2,lameness,loss of appetite,sores on mouth,foot and mouth
buffalo,12,102.8,fatigue,chills,chest discomfort,anthrax
goat,4,101.2,depression,loss of appetite,painless lumps,lumpy virus
cow,13,103.8,difficulty walking,loss of appetite,sores on tongue,foot and mouth
goat,6,102.9,painless lumps,depression,loss of appetite,lumpy virus
buffalo,4,100.1,swelling in muscle,crackling sound,depression,blackleg
goat,9,101.9,lameness,blisters on gums,loss of appetite,foot and mouth
cow,14,100.6,difficulty walking,depression,swelling in limb,blackleg
cow,1,100.3,loss of appetite,depression,painless lumps,lumpy virus
cow,7,100.9,loss of appetite,sores on mouth,lameness,foot and mouth
goat,10,101.6,depression,crackling sound,loss of appetite,blackleg
sheep,8,101.1,chills,chest discomfort,sweats,anthrax
sheep,1,101.2,sores on hooves,loss of appetite,difficulty walking,foot and mouth
goat,5,103.8,loss of appetite,difficulty walking,blisters on gums,foot and mouth
sheep,5,100.0,blisters on mouth,lameness,loss of appetite,foot and mouth
buffalo,14,103.1,loss of appetite,depression,painless lumps,lumpy virus
sheep,1,101.7,cough,chest discomfort,loss of appetite,pneumonia
sheep,4,102.6,depression,painless lumps,loss of appetite,lumpy virus
sheep,2,101.8,swelling in muscle,lameness,depression,blackleg
buffalo,5,104.5,loss of appetite,painless lumps,depression,lumpy virus
sheep,8,104.2,difficulty walking,loss of appetite,sores on gums,foot and mouth
cow,12,101.5,lameness,swelling in muscle,depression,blackleg
goat,8,100.5,lameness,loss of appetite,blisters on tongue,foot and mouth
buffalo,3,101.8,crackling sound,depression,nasal discharge,pneumonia
cow,3,100.6,swelling in extremities,sweats,shortness of breath,anthrax
cow,8,104.3,nasal discharge,loss of appetite,depression,pneumonia
sheep,6,100.1,nasal discharge,loss of appetite,shortness of breath,pneumonia
sheep,6,102.3,painless lumps,depression,loss of appetite,lumpy virus
cow,1,102.6,loss of appetite,difficulty walking,blisters on tongue,foot and mouth
cow,14,100.9,swelling in limb,loss of appetite,depression,blackleg
cow,14,100.6,lameness,loss of appetite,sores on tongue,foot and mouth
goat,10,103.2,crackling sound,depression,loss of appetite,blackleg
cow,12,100.5,shortness of breath,depression,cough,pneumonia
goat,3,102.3,difficulty walking,crackling sound,loss of appetite,blackleg
cow,14,100.5,fatigue,chest discomfort,sweats,anthrax
cow,14,101.1,crackling sound,chest discomfort,loss of appetite,pneumonia
cow,1,104.4,difficulty walking,loss of appetite,sores on tongue,foot and mouth
goat,9,104.8,crackling sound,loss of appetite,swelling in muscle,blackleg
goat,5,103.4,loss of appetite,sores on hooves,difficulty walking,foot and mouth
sheep,10,104.1,difficulty walking,loss of appetite,sores on gums,foot and mouth
cow,10,101.8,painless lumps,loss of appetite,depression,lumpy virus
cow,10,102.5,crackling sound,swelling in muscle,loss of appetite,blackleg
goat,7,101.6,depression,loss of appetite,painless lumps,lumpy virus
cow,7,102.9,loss of appetite,difficulty walking,sores on gums,foot and mouth
sheep,4,101.4,loss of appetite,depression,painless lumps,lumpy virus
sheep,6,104.5,loss of appetite,nasal discharge,depression,pneumonia
buffalo,2,102.6,loss of appetite,sores on tongue,difficulty walking,foot and mouth
cow,11,101.1,depression,loss of appetite,painless lumps,lumpy virus
buffalo,9,104.2,loss of appetite,depression,lameness,blackleg
buffalo,10,100.7,difficulty walking,sores on gums,loss of appetite,foot and mouth
buffalo,7,100.7,loss of appetite,painless lumps,depression,lumpy virus
cow,6,101.4,nasal discharge,chest discomfort,depression,pneumonia
sheep,3,102.7,painless lumps,depression,loss of appetite,lumpy virus
buffalo,10,103.8,loss of appetite,painless lumps,depression,lumpy virus
cow,8,101.1,difficulty walking,loss of appetite,sores on hooves,foot and mouth
buffalo,3,104.4,lameness,sores on mouth,loss of appetite,foot and mouth
sheep,7,101.4,swelling in limb,depression,loss of appetite,blackleg
sheep,9,100.6,depression,crackling sound,swelling in muscle,blackleg
goat,4,104.4,difficulty walking,swelling in muscle,crackling sound,blackleg
buffalo,12,101.6,loss of appetite,depression,painless lumps,lumpy virus
buffalo,4,103.1,depression,crackling sound,loss of appetite,blackleg
cow,5,104.7,loss of appetite,painless lumps,depression,lumpy virus
sheep,4,100.2,chills,fatigue,shortness of breath,anthrax
buffalo,5,104.2,loss of appetite,depression,crackling sound,blackleg
sheep,4,102.7,depression,painless lumps,loss of appetite,lumpy virus
goat,3,102.5,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
goat,1,102.3,difficulty walking,blisters on gums,loss of appetite,foot and mouth
buffalo,6,102.5,lameness,sores on tongue,loss of appetite,foot and mouth
cow,3,102.7,depression,loss of appetite,swelling in muscle,blackleg
buffalo,8,101.2,crackling sound,cough,shortness of breath,pneumonia
sheep,8,101.8,difficulty walking,blisters on tongue,loss of appetite,foot and mouth
cow,1,101.7,difficulty walking,loss of appetite,blisters on hooves,foot and mouth
sheep,7,104.3,lameness,loss of appetite,blisters on mouth,foot and mouth
cow,1,103.8,loss of appetite,difficulty walking,blisters on mouth,foot and mouth
sheep,2,100.4,loss of appetite,painless lumps,depression,lumpy virus
goat,6,101.7,blisters on gums,loss of appetite,lameness,foot and mouth
buffalo,12,100.9,cough,nasal discharge,shortness of breath,pneumonia
goat,9,101.4,swelling in abdomen,fatigue,chest discomfort,anthrax
sheep,2,103.3,painless lumps,loss of appetite,depression,lumpy virus
goat,10,101.7,depression,loss of appetite,painless lumps,lumpy virus
buffalo,14,100.7,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
cow,10,103.5,difficulty walking,sores on tongue,loss of appetite,foot and mouth
sheep,3,104.5,shortness of breath,sweats,swelling in neck,anthrax
cow,13,102.5,lameness,loss of appetite,blisters on mouth,foot and mouth
goat,2,102.1,crackling sound,depression,cough,pneumonia
cow,12,100.5,difficulty walking,loss of appetite,swelling in limb,blackleg
buffalo,5,100.7,crackling sound,chest discomfort,depression,pneumonia
buffalo,11,103.3,lameness,blisters on tongue,loss of appetite,foot and mouth
buffalo,4,100.5,cough,nasal discharge,shortness of breath,pneumonia
goat,5,101.9,difficulty walking,loss of appetite,sores on mouth,foot and mouth
cow,14,101.3,depression,painless lumps,loss of appetite,lumpy virus
goat,8,103.2,depression,nasal discharge,loss of appetite,pneumonia
cow,10,103.8,difficulty walking,crackling sound,loss of appetite,blackleg
sheep,4,104.5,chest discomfort,crackling sound,loss of appetite,pneumonia
cow,3,102.5,nasal discharge,depression,shortness of breath,pneumonia
sheep,6,100.7,depression,painless lumps,loss of appetite,lumpy virus
cow,7,102.4,crackling sound,loss of appetite,lameness,blackleg
sheep,5,103.9,loss of appetite,difficulty walking,depression,blackleg
cow,5,100.8,depression,loss of appetite,painless lumps,lumpy virus
buffalo,3,100.2,shortness of breath,swelling in extremities,chills,anthrax
goat,3,100.2,crackling sound,loss of appetite,shortness of breath,pneumonia
goat,9,101.6,loss of appetite,painless lumps,depression,lumpy virus
buffalo,14,102.1,crackling sound,cough,chest discomfort,pneumonia
sheep,1,104.9,loss of appetite,depression,crackling sound,blackleg
cow,3,101.2,crackling sound,swelling in muscle,depression,blackleg
sheep,4,102.4,loss of appetite,depression,painless lumps,lumpy virus
buffalo,15,103.4,crackling sound,depression,loss of appetite,blackleg
buffalo,10,104.9,swelling in limb,lameness,crackling sound,blackleg
buffalo,15,104.3,nasal discharge,cough,loss of appetite,pneumonia
sheep,2,102.9,depression,loss of appetite,painless lumps,lumpy virus
cow,15,105.0,sweats,shortness of breath,swelling in abdomen,anthrax
sheep,4,100.9,painless lumps,depression,loss of appetite,lumpy virus
sheep,3,102.1,chills,swelling in abdomen,shortness of breath,anthrax
buffalo,4,103.6,shortness of breath,loss of appetite,crackling sound,pneumonia
buffalo,13,103.5,loss of appetite,crackling sound,depression,blackleg
cow,5,103.7,depression,loss of appetite,painless lumps,lumpy virus
goat,4,102.1,depression,swelling in limb,crackling sound,blackleg
buffalo,11,100.2,swelling in extremities,sweats,fatigue,anthrax
cow,8,104.5,depression,painless lumps,loss of appetite,lumpy virus
sheep,5,103.8,loss of appetite,painless lumps,depression,lumpy virus
sheep,9,101.7,depression,painless lumps,loss of appetite,lumpy virus
cow,10,101.8,chest discomfort,swelling in neck,sweats,anthrax
sheep,10,100.9,loss of appetite,painless lumps,depression,lumpy virus
buffalo,10,102.6,crackling sound,depression,loss of appetite,blackleg
cow,4,102.9,sweats,chills,shortness of breath,anthrax
goat,6,101.6,nasal discharge,crackling sound,loss of appetite,pneumonia
buffalo,14,103.8,shortness of breath,swelling in extremities,sweats,anthrax
cow,2,102.7,depression,lameness,crackling sound,blackleg
buffalo,7,104.3,loss of appetite,depression,swelling in muscle,blackleg
sheep,10,102.8,depression,loss of appetite,painless lumps,lumpy virus
sheep,3,100.8,chest discomfort,shortness of breath,cough,pneumonia
sheep,3,102.6,sweats,swelling in neck,chills,anthrax
cow,9,100.7,shortness of breath,fatigue,chest discomfort,anthrax
buffalo,11,100.6,depression,painless lumps,loss of appetite,lumpy virus
cow,8,103.3,loss of appetite,painless lumps,depression,lumpy virus
sheep,5,101.3,lameness,sores on tongue,loss of appetite,foot and mouth
buffalo,4,102.3,nasal discharge,crackling sound,loss of appetite,pneumonia
cow,3,104.0,sores on tongue,difficulty walking,loss of appetite,foot and mouth
cow,13,103.7,loss of appetite,painless lumps,depression,lumpy virus
cow,7,103.3,loss of appetite,blisters on hooves,lameness,foot and mouth
sheep,7,102.4,loss of appetite,blisters on gums,difficulty walking,foot and mouth
goat,5,103.5,blisters on hooves,lameness,loss of appetite,foot and mouth
sheep,1,100.2,loss of appetite,difficulty walking,crackling sound,blackleg
buffalo,11,101.4,loss of appetite,depression,painless lumps,lumpy virus
sheep,7,100.5,shortness of breath,swelling in abdomen,sweats,anthrax
buffalo,11,101.8,chills,chest discomfort,fatigue,anthrax
goat,5,102.9,difficulty walking,sores on hooves,loss of appetite,foot and mouth
goat,9,104.4,difficulty walking,sores on gums,loss of appetite,foot and mouth
cow,10,100.9,chest discomfort,depression,nasal discharge,pneumonia
cow,2,104.2,painless lumps,depression,loss of appetite,lumpy virus
sheep,5,101.9,shortness of breath,crackling sound,depression,pneumonia
buffalo,13,100.6,depression,loss of appetite,painless lumps,lumpy virus
cow,14,100.5,depression,cough,crackling sound,pneumonia
buffalo,14,101.2,swelling in extremities,chest discomfort,chills,anthrax
buffalo,3,104.9,depression,nasal discharge,chest discomfort,pneumonia
buffalo,5,100.6,painless lumps,loss of appetite,depression,lumpy virus
goat,6,104.6,sores on gums,loss of appetite,difficulty walking,foot and mouth
buffalo,13,101.5,chest discomfort,swelling in neck,sweats,anthrax
cow,12,102.9,depression,crackling sound,loss of appetite,blackleg
sheep,5,101.5,depression,painless lumps,loss of appetite,lumpy virus
goat,10,104.5,difficulty walking,sores on hooves,loss of appetite,foot and mouth
sheep,5,100.7,difficulty walking,depression,loss of appetite,blackleg
sheep,10,104.6,swelling in muscle,depression,crackling sound,blackleg
sheep,5,104.0,chest discomfort,shortness of breath,nasal discharge,pneumonia
cow,8,102.2,lameness,crackling sound,loss of appetite,blackleg
cow,12,100.1,swelling in extremities,chills,chest discomfort,anthrax
goat,8,101.5,fatigue,chest discomfort,swelling in neck,anthrax
cow,7,103.8,chills,shortness of breath,sweats,anthrax
buffalo,12,101.6,chest discomfort,fatigue,shortness of breath,anthrax
sheep,1,101.6,loss of appetite,sores on mouth,difficulty walking,foot and mouth
goat,10,101.5,crackling sound,depression,lameness,blackleg
cow,13,102.3,shortness of breath,chest discomfort,sweats,anthrax
sheep,1,100.6,sores on gums,loss of appetite,lameness,foot and mouth
buffalo,6,102.4,chills,sweats,chest discomfort,anthrax
goat,3,101.9,difficulty walking,loss of appetite,blisters on tongue,foot and mouth
goat,3,100.2,nasal discharge,cough,chest discomfort,pneumonia
cow,7,104.8,depression,crackling sound,lameness,blackleg
sheep,10,100.3,loss of appetite,painless lumps,depression,lumpy virus
sheep,1,101.1,crackling sound,depression,loss of appetite,blackleg
cow,3,101.9,lameness,crackling sound,depression,blackleg
goat,8,101.5,loss of appetite,lameness,blisters on tongue,foot and mouth
sheep,3,102.7,depression,lameness,swelling in limb,blackleg
sheep,3,102.2,loss of appetite,painless lumps,depression,lumpy virus
